open,high,low,close,volume,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_signal,BB_high,BB_low,BB_mid,ATR,OBV
0.003464000066742301,0.0034799999557435513,0.003401000052690506,0.00342399999499321,3494870,0.004600600004196167,0.005133419994381256,0.0038609095297896393,0.004211360670776031,-0.0003504511409863917,-0.000250100111284065,0.005262006825098509,0.0031696932564659773,0.004215850040782243,0.0004385415211806738,1449806382
0.00343300006352365,0.0034469999372959137,0.003218000056222081,0.0032259998843073845,7502800,0.004608260001987219,0.005142474994063378,0.0037632311227923693,0.004138370982889465,-0.00037513986009709557,-0.0002751080610466711,0.005117428463372716,0.0031065715966268085,0.004112000029999762,0.00042357426117304225,1442303582
0.0032259998843073845,0.0034459999296814203,0.0031679999083280563,0.0034370000939816236,9244550,0.004621740002185106,0.005153844994492829,0.0037130417337445623,0.0040864175837111065,-0.0003733758499665442,-0.00029476161883064574,0.004968410248272261,0.003089989831335702,0.0040292000398039814,0.0004131761011859224,1451548132
0.0034469999372959137,0.0035059999208897352,0.0033229999244213104,0.0033539999276399612,7463910,0.004627960002981126,0.005164609994390048,0.003657804532805393,0.004032164424002132,-0.00037435989119673956,-0.0003106812733038645,0.004852801756743627,0.003053998332660359,0.003953400044701993,0.00039673495084895826,1444084222
0.0034290000330656767,0.003512999974191189,0.003317000111564994,0.003398000029847026,8971080,0.004628000003285706,0.005176409994601272,0.0036178346092733365,0.003985189283694347,-0.0003673546744210102,-0.0003220159535272937,0.004815108552074365,0.0029952915250674563,0.0039052000385709105,0.00038239673026161807,1453055302
0.00342700001783669,0.003469000104814768,0.0033360000234097242,0.0034229999873787165,5436780,0.00462050000205636,0.005187469994416461,0.0035878600520587796,0.003943545632115411,-0.0003556855800566313,-0.0003287498788331612,0.004746530322446509,0.0029588697700807607,0.003852700046263635,0.0003645826839147199,1458492082
0.0034179999493062496,0.0035840000491589308,0.0034000000450760126,0.003558000084012747,5918490,0.004611760005354881,0.0051993399945786225,0.0035832662108209283,0.003914986702626325,-0.0003317204918053965,-0.0003293440014276083,0.004688784487791476,0.002939515599734964,0.00381415004376322,0.0003516839210695912,1464410572
0.003575999988242984,0.0037499999161809683,0.003544999985024333,0.0036899999249726534,19570200,0.004602560005150735,0.005211094994447194,0.003599686782228886,0.0038983210153927194,-0.00029863423316383317,-0.00032320204777485333,0.004599491431513711,0.0029518086517733486,0.00377565004164353,0.00034120649321866576,1483980772
0.0036909999325871468,0.003759999992325902,0.0035119999665766954,0.003531999886035919,22162200,0.004581780000589788,0.005221804993925616,0.0035892734135838144,0.0038711861169218455,-0.0002819127033380311,-0.0003149441788874889,0.004482540438933203,0.002970459617624154,0.0037265000282786787,0.0003345488883994187,1461818572
0.0035379999317228794,0.0037219999358057976,0.003513999981805682,0.0036539998836815357,18819700,0.004563159993849695,0.005233509993413463,0.003599231332060387,0.0038550982477929337,-0.00025586691573254664,-0.00030312872625650047,0.004383188992490946,0.0029967110429574262,0.0036899500177241863,0.00032550967879946843,1480638272
0.003654999891296029,0.003800000064074993,0.0035729999653995037,0.0037869999650865793,21273700,0.004544019997119904,0.005245579993352294,0.0036281188140644166,0.003850053930555426,-0.00022193511649100947,-0.0002868900043034023,0.004326592627530349,0.003013207381973612,0.0036699000047519803,0.0003184732802191842,1501911972
0.0037479999009519815,0.003836000105366111,0.0037070000544190407,0.0037320000119507313,6110720,0.004510419992730021,0.005257359993411228,0.0036441005368161574,0.003841309195843967,-0.0001972086590278097,-0.0002689537352482838,0.00429370057832504,0.0030175994237134386,0.0036556500010192393,0.0003049394781283189,1495801252
0.003745999885722995,0.003783999942243099,0.0036329999566078186,0.0036589999217540026,6921140,0.00446711998898536,0.005268684992915951,0.003646392749883518,0.0038278048051706365,-0.00018141205528711835,-0.00025144539925605074,0.00419325628338085,0.0030553437068901812,0.0036242999951355158,0.0002939438000931019,1488880112
