Date,Open,High,Low,Close,Volume
2017-02-07,132.24000549316406,133.0,131.66000366210938,131.83999633789062,14596400.0
2015-07-30,94.91000366210938,95.80999755859376,91.8000030517578,95.20999908447266,86211300.0
2016-07-19,118.98999786376952,120.8499984741211,118.66000366210938,120.61000061035156,21541300.0
2013-06-28,24.68000030517578,24.979999542236328,24.420000076293945,24.8799991607666,96778900.0
2019-04-25,196.97999572753903,198.47999572753903,192.1199951171875,193.2599945068359,54148800.0
2019-11-20,198.5800018310547,199.58999633789065,195.42999267578125,197.5099945068359,12355400.0
2024-02-07,458.0,471.5199890136719,456.1799926757813,469.5899963378906,23066000.0
2013-01-22,29.75,30.88999938964844,29.739999771118164,30.729999542236328,55243300.0
2012-08-08,20.709999084472656,21.149999618530273,20.219999313354492,20.719999313354492,29537400.0
2020-03-23,149.66000366210938,152.30999755859375,142.25,148.10000610351562,29830800.0
2014-05-28,63.38999938964844,64.13999938964844,62.619998931884766,63.5099983215332,47795000.0
2015-03-30,83.80999755859375,84.33999633789062,82.41000366210938,83.19999694824219,24527700.0
2015-08-19,94.62999725341795,96.0999984741211,94.16000366210938,95.30999755859376,23251300.0
2016-09-09,129.7100067138672,129.9499969482422,127.0999984741211,127.0999984741211,27100700.0
2023-01-19,132.49000549316406,137.4499969482422,132.13999938964844,136.14999389648438,28625200.0
2016-09-30,128.02999877929688,128.58999633789062,127.4499969482422,128.27000427246094,18402900.0
2013-07-01,24.969999313354492,25.059999465942383,24.6200008392334,24.809999465942383,20582200.0
2018-09-07,160.30999755859375,164.6300048828125,160.16000366210938,163.0399932861328,24300600.0
2022-06-22,158.3800048828125,160.7899932861328,155.44000244140625,155.85000610351562,47267800.0
2016-10-20,130.07000732421875,130.66000366210938,129.5,130.0,13167500.0
2022-03-03,209.02000427246097,209.0800018310547,201.4199981689453,202.97000122070312,27263500.0
2016-03-29,113.83000183105467,116.31999969482422,113.63999938964844,116.13999938964844,29825300.0
2023-08-23,288.5,297.3999938964844,287.6700134277344,294.239990234375,18287000.0
2018-08-07,186.5,188.3000030517578,183.72000122070312,183.80999755859375,33398600.0
2023-06-21,283.5299987792969,284.0,278.3599853515625,281.6400146484375,20556200.0
2022-03-23,213.3300018310547,216.8000030517578,212.16000366210935,213.4600067138672,23717300.0
2019-08-06,183.69000244140625,185.7899932861328,183.08999633789065,184.5099945068359,18035700.0
2017-12-04,176.2899932861328,176.57000732421875,170.7899932861328,171.47000122070312,24459400.0
2022-08-11,179.7100067138672,183.1000061035156,176.3699951171875,177.49000549316406,24079100.0
